"","custody_status","marital_status","screening_date","rec_supervision_level","rec_supervision_level_text","score_text","raw_score","decile_score","person_id"
"11172","Pretrial Defendant","Married",0.93979,1,"Low","Low",-3.55,1,10486
"11173","Pretrial Defendant","Married",0.94899,1,"Low","Low",-3.65,1,10486
"11174","Pretrial Defendant","Married",0.93282,1,"Low","Low",-3.5,1,10487
"11175","Jail Inmate","Single",0.94536,1,"Low","Low",-3.42,1,10488
"11176","Jail Inmate","Single",0.93626,4,"High","High",-0.97,9,10489
"11177","Jail Inmate","Single",0.94495,1,"Low","Low",-2.58,2,10490
"11178","Jail Inmate","Single",0.93949,1,"Low","Low",-2.68,2,10491
"11179","Jail Inmate","Single",0.94113,2,"Medium","Low",-2.22,4,10492
"11180","Jail Inmate","Widowed",0.93646,1,"Low","Low",-4.35,1,10493
"11181","Jail Inmate","Single",0.932,2,"Medium","Medium",-1.88,5,10494
"11182","Jail Inmate","Single",0.94755,1,"Low","Low",-2.52,3,10495
"11183","Jail Inmate","Single",0.93105,4,"High","High",-0.14,10,10496
"11184","Pretrial Defendant","Single",0.93173,4,"High","High",-0.2,10,10496
"11185","Jail Inmate","Single",0.9411,1,"Low","Medium",-1.78,5,10497
"11186","Pretrial Defendant","Married",0.93779,1,"Low","Low",-4.39,1,10498
"11187","Jail Inmate","Single",0.94607,3,"Medium with Override Consideration","Low",-2.36,3,10499
"11188","Jail Inmate","Single",0.94427,2,"Medium","Low",-2.04,4,10500
"11189","Jail Inmate","Single",0.94274,1,"Low","Low",-2.44,3,10501
"11190","Jail Inmate","Single",0.93826,1,"Low","Low",-2.95,1,10502
"11191","Jail Inmate","Married",0.94585,2,"Medium","Medium",-1.64,6,10503
"11192","Pretrial Defendant","Single",0.93932,1,"Low","Low",-2.36,3,10504
"11193","Jail Inmate","Single",0.93381,4,"High","High",-0.42,10,10505
"11194","Jail Inmate","Single",0.9323,2,"Medium","Low",-2.18,4,10506
"11195","Jail Inmate","Married",0.93356,1,"Low","Medium",-1.95,5,10507
"11196","Jail Inmate","Single",0.94531,3,"Medium with Override Consideration","High",-0.99,9,10508
"11197","Jail Inmate","Single",0.93208,2,"Medium","Medium",-1.7,6,10509
"11198","Jail Inmate","Married",0.93345,1,"Low","Low",-3.1,1,10510
"11199","Jail Inmate","Single",0.93386,3,"Medium with Override Consideration","Medium",-1.57,6,10511
"11200","Pretrial Defendant","Single",0.94607,3,"Medium with Override Consideration","Medium",-1.87,5,10512
"11201","Pretrial Defendant","Significant Other",0.93514,1,"Low","Low",-3.35,1,10513
"11202","Jail Inmate","Single",0.94222,4,"High","High",-1.25,8,10514
"11203","Jail Inmate","Single",0.94889,1,"Low","Low",-3.57,1,10515
"11204","Jail Inmate","Single",0.94869,1,"Low","Low",-3.22,1,10516
"11205","Jail Inmate","Single",0.94796,2,"Medium","Low",-2.7,2,10517
"11206","Jail Inmate","Single",0.93148,1,"Low","Low",-2.32,3,10518
"11207","Jail Inmate","Single",0.94659,4,"High","High",-1.15,8,10519
"11208","Jail Inmate","Single",0.94222,1,"Low","Low",-2.24,3,10520
"11209","Jail Inmate","Single",0.94558,1,"Low","Low",-3.12,1,10521
"11210","Pretrial Defendant","Widowed",0.94085,1,"Low","Low",-3.33,1,10522
"11211","Jail Inmate","Single",0.93353,1,"Low","Low",-2.51,3,10523
"11212","Pretrial Defendant","Single",0.93539,2,"Medium","Low",-2.23,4,10524
"11213","Jail Inmate","Single",0.93389,1,"Low","Low",-2.55,3,10525
"11214","Jail Inmate","Single",0.94725,1,"Low","Low",-2.89,2,10525
"11215","Jail Inmate","Single",0.93217,2,"Medium","Low",-2.59,2,10526
"11216","Jail Inmate","Married",0.93771,1,"Low","Low",-3.2,1,10527
"11217","Pretrial Defendant","Married",0.93438,1,"Low","Low",-3.58,1,10528
"11218","Jail Inmate","Single",0.94878,1,"Low","Low",-2.72,2,10529
"11219","Jail Inmate","Single",0.93602,1,"Low","Low",-2.21,4,10530
"11220","Pretrial Defendant","Single",0.93195,4,"High","High",-0.69,9,10531
"11221","Pretrial Defendant","Single",0.93195,3,"Medium with Override Consideration","Medium",-1.33,7,10531
"11222","Jail Inmate","Single",0.94148,1,"Low","Low",-2.13,4,10532
"11223","Jail Inmate","Single",0.94667,1,"Low","Low",-2.17,4,10532
"11224","Jail Inmate","Single",0.9326,3,"Medium with Override Consideration","Medium",-1.73,6,10533
"11225","Jail Inmate","Single",0.93137,3,"Medium with Override Consideration","Low",-2.04,4,10534
"11226","Pretrial Defendant","Single",0.94186,2,"Medium","Low",-2.13,4,10535
"11227","Jail Inmate","Single",0.937,3,"Medium with Override Consideration","Medium",-1.66,6,10536
"11228","Jail Inmate","Single",0.93755,3,"Medium with Override Consideration","Medium",-1.66,6,10536
"11229","Jail Inmate","Single",0.94468,1,"Low","Low",-2.78,2,10537
"11230","Jail Inmate","Single",0.93085,2,"Medium","Medium",-1.68,6,10538
"11231","Jail Inmate","Married",0.93025,1,"Low","Low",-1.98,4,10539
"11232","Jail Inmate","Married",0.9311,2,"Medium","Medium",-1.89,5,10539
"11233","Jail Inmate","Single",0.94902,1,"Low","Low",-3.2,1,10540
"11234","Pretrial Defendant","Single",0.94588,2,"Medium","Medium",-1.58,6,10541
"11235","Jail Inmate","Single",0.93596,2,"Medium","Low",-2.28,3,10542
"11236","Jail Inmate","Single",0.94949,1,"Low","Low",-3.02,1,10543
"11237","Jail Inmate","Single",0.93637,1,"Low","Low",-4.5,1,10544
"11238","Jail Inmate","Single",0.93372,2,"Medium","Low",-2.36,3,10545
"11239","Jail Inmate","Married",0.937,2,"Medium","Medium",-1.88,5,10546
"11240","Jail Inmate","Single",0.93031,1,"Low","Low",-2.4,3,10547
"11241","Pretrial Defendant","Single",0.94602,1,"Low","Low",-2.45,3,10547
"11242","Pretrial Defendant","Separated",0.9417,1,"Low","Low",-3.76,1,10548
"11243","Jail Inmate","Single",0.93244,1,"Low","Low",-2.4,3,10549
"11244","Jail Inmate","Single",0.9326,1,"Low","Medium",-1.95,5,10550
"11245","Pretrial Defendant","Single",0.95003,1,"Low","Low",-3.07,1,10551
"11246","Pretrial Defendant","Single",0.93064,1,"Low","Low",-3.89,1,10552
"11247","Jail Inmate","Married",0.9473,3,"Medium with Override Consideration","Low",-2.32,3,10553
"11248","Jail Inmate","Single",0.9314,2,"Medium","Medium",-1.54,6,10554
"11249","Jail Inmate","Single",0.93159,2,"Medium","Medium",-1.54,6,10554
"11250","Jail Inmate","Separated",0.9334,1,"Low","Low",-2.11,4,10555
"11251","Jail Inmate","Single",0.94208,1,"Low","Low",-2.56,2,10556
"11252","Jail Inmate","Single",0.93064,1,"Low","Low",-2,4,10557
"11253","Jail Inmate","Single",0.93219,1,"Low","Low",-2.02,4,10557
"11254","Jail Inmate","Single",0.93263,2,"Medium","Low",-2.17,4,10558
"11255","Jail Inmate","Single",0.939,2,"Medium","Medium",-1.67,6,10559
"11256","Jail Inmate","Single",0.94361,1,"Low","Low",-3.17,1,10560
"11257","Jail Inmate","Single",0.93818,4,"High","High",-0.72,9,10561
"11258","Jail Inmate","Single",0.94227,2,"Medium","Low",-2.22,4,10562
"11259","Jail Inmate","Single",0.93176,1,"Low","Low",-2.4,3,10563
"11260","Jail Inmate","Single",0.94771,1,"Low","Low",-2.68,2,10564
"11261","Pretrial Defendant","Married",0.94495,1,"Low","Low",-4.09,1,10565
"11262","Jail Inmate","Single",0.93839,2,"Medium","Low",-2.02,4,10566
"11263","Jail Inmate","Single",0.93856,1,"Low","Low",-2.84,2,10567
"11264","Jail Inmate","Single",0.94077,1,"Low","Low",-2.47,3,10568
"11265","Jail Inmate","Single",0.94883,4,"High","High",-0.27,10,10569
"11266","Pretrial Defendant","Single",0.93569,1,"Low","Low",-3.6,1,10570
"11267","Jail Inmate","Single",0.93154,3,"Medium with Override Consideration","Medium",-1.56,6,10571
"11268","Probation","Single",0.93717,3,"Medium with Override Consideration","Low",-2.28,3,10572
"11269","Pretrial Defendant","Significant Other",0.94017,3,"Medium with Override Consideration","High",-0.89,9,10573
"11270","Pretrial Defendant","Divorced",0.93268,1,"Low","Low",-3.37,1,10574
"11271","Jail Inmate","Single",0.93771,1,"Low","Low",-2.48,3,10575
"11272","Jail Inmate","Single",0.94495,1,"Low","Low",-3.54,1,10576
"11273","Pretrial Defendant","Single",0.9446,1,"Low","Low",-2.88,2,10577
"11274","Jail Inmate","Single",0.93126,1,"Low","Low",-2.78,2,10578
"11275","Jail Inmate","Single",0.93875,1,"Low","Medium",-1.84,5,10579
"11276","Jail Inmate","Single",0.93626,3,"Medium with Override Consideration","Medium",-1.34,7,10580
"11277","Jail Inmate","Single",0.93258,2,"Medium","Medium",-1.37,7,10581
"11278","Pretrial Defendant","Single",0.9396,2,"Medium","Medium",-1.3,7,10582
"11279","Jail Inmate","Single",0.94648,3,"Medium with Override Consideration","High",-1.17,8,10582
"11280","Jail Inmate","Single",0.94656,1,"Low","Low",-2.68,2,10583
"11281","Pretrial Defendant","Single",0.94184,1,"Low","Medium",-1.82,5,10584
"11282","Jail Inmate","Single",0.93766,2,"Medium","Medium",-1.54,6,10585
"11283","Jail Inmate","Single",0.93058,2,"Medium","Medium",-1.72,6,10586
"11284","Jail Inmate","Single",0.94714,1,"Low","Medium",-1.83,5,10587
"11285","Pretrial Defendant","Married",0.93211,1,"Low","Low",-2.24,3,10588
"11286","Jail Inmate","Single",0.94607,2,"Medium","Medium",-1.59,6,10589
"11287","Jail Inmate","Single",0.93979,1,"Low","Low",-2.05,4,10590
"11288","Jail Inmate","Single",0.94145,1,"Low","Low",-1.99,4,10591
"11289","Jail Inmate","Married",0.94831,1,"Low","Low",-3.19,1,10592
"11290","Pretrial Defendant","Single",0.94935,2,"Medium","Medium",-1.43,7,10593
"11291","Pretrial Defendant","Single",0.93244,1,"Low","Low",-2.97,1,10594
"11292","Jail Inmate","Single",0.93662,1,"Low","Low",-3.37,1,10595
"11293","Jail Inmate","Single",0.93804,1,"Low","Medium",-1.74,5,10596
"11294","Jail Inmate","Single",0.94599,3,"Medium with Override Consideration","High",-1.12,8,10597
"11295","Jail Inmate","Single",0.93288,3,"Medium with Override Consideration","Medium",-1.35,7,10598
"11296","Jail Inmate","Single",0.94025,1,"Low","Low",-2.93,2,10599
"11297","Pretrial Defendant","Single",0.94665,3,"Medium with Override Consideration","Medium",-1.86,5,10600
"11298","Pretrial Defendant","Single",0.9488,1,"Low","Low",-3.22,1,10601
"11299","Jail Inmate","Significant Other",0.93323,3,"Medium with Override Consideration","Medium",-1.9,5,10602
"11300","Pretrial Defendant","Married",0.94473,1,"Low","Low",-3.71,1,10603
"11301","Pretrial Defendant","Single",0.94058,2,"Medium","Medium",-1.47,7,10604
"11302","Jail Inmate","Married",0.9408,1,"Low","Low",-3.75,1,10605
"11303","Pretrial Defendant","Single",0.9426,3,"Medium with Override Consideration","Medium",-1.52,6,10606
"11304","Jail Inmate","Single",0.94001,2,"Medium","Medium",-1.54,6,10607
"11305","Jail Inmate","Single",0.94003,1,"Low","Low",-2.21,4,10608
"11306","Jail Inmate","Single",0.93124,1,"Low","Medium",-1.82,5,10609
"11307","Pretrial Defendant","Single",0.94812,3,"Medium with Override Consideration","High",-0.85,9,10610
"11308","Jail Inmate","Married",0.93826,1,"Low","Low",-3.46,1,10611
"11309","Jail Inmate","Single",0.94883,1,"Low","Low",-3.38,1,10612
"11310","Jail Inmate","Single",0.94318,2,"Medium","Low",-2.05,4,10613
"11311","Jail Inmate","Single",0.93146,4,"High","High",-0.84,9,10614
"11312","Jail Inmate","Single",0.94913,1,"Low","Low",-2.36,3,10615
"11313","Jail Inmate","Single",0.93812,1,"Low","Low",-2.27,3,10616
"11314","Jail Inmate","Single",0.93031,1,"Low","Low",-3.56,1,10617
"11315","Pretrial Defendant","Single",0.94528,1,"Low","Low",-3.46,1,10617
"11316","Jail Inmate","Married",0.94156,1,"Low","Low",-2.14,4,10618
"11317","Jail Inmate","Single",0.94443,3,"Medium with Override Consideration","Medium",-1.6,6,10619
"11318","Jail Inmate","Single",0.93047,1,"Low","Low",-3.12,1,10620
"11319","Jail Inmate","Single",0.94722,3,"Medium with Override Consideration","Medium",-1.94,5,10621
"11320","Jail Inmate","Single",0.94173,2,"Medium","Low",-2.47,3,10622
"11321","Jail Inmate","Single",0.93315,1,"Low","Low",-3.09,1,10623
"11322","Jail Inmate","Single",0.93118,1,"Low","Low",-2.53,3,10624
"11323","Jail Inmate","Single",0.93277,2,"Medium","Medium",-1.68,6,10625
"11324","Jail Inmate","Single",0.94216,1,"Low","Low",-3.74,1,10626
"11325","Pretrial Defendant","Single",0.94096,1,"Low","Low",-2.81,2,10627
"11326","Jail Inmate","Married",0.93626,1,"Low","Low",-2.73,2,10628
"11327","Jail Inmate","Married",0.93984,1,"Low","Low",-2.65,2,10628
"11328","Jail Inmate","Divorced",0.93228,1,"Low","Low",-3.33,1,10629
"11329","Pretrial Defendant","Significant Other",0.94288,1,"Low","Low",-2.9,2,10630
"11330","Jail Inmate","Divorced",0.93777,1,"Low","Low",-3.26,1,10631
"11331","Jail Inmate","Single",0.93268,1,"Low","N/A",-1,-1,10632
"11332","Pretrial Defendant","Single",0.93323,1,"Low","Low",-4.24,1,10632
"11333","Jail Inmate","Divorced",0.94839,2,"Medium","Low",-2.25,3,10633
"11334","Jail Inmate","Single",0.94124,4,"High","High",-0.64,9,10634
"11335","Jail Inmate","Single",0.94921,1,"Low","Low",-3.28,1,10635
"11336","Jail Inmate","Single",0.93241,2,"Medium","Medium",-1.49,7,10636
"11337","Jail Inmate","Single",0.94782,1,"Low","Low",-2.13,4,10637
"11338","Jail Inmate","Married",0.94408,1,"Low","Low",-3.02,1,10638
"11339","Jail Inmate","Single",0.94935,1,"Low","Medium",-1.94,5,10639
"11340","Jail Inmate","Single",0.94438,1,"Low","Low",-2.04,4,10640
"11341","Pretrial Defendant","Single",0.94875,1,"Low","Medium",-1.92,5,10641
"11342","Pretrial Defendant","Single",0.94192,3,"Medium with Override Consideration","Low",-2.05,4,10642
"11343","Jail Inmate","Single",0.9337,4,"High","High",-0.62,10,10643
"11344","Jail Inmate","Single",0.94479,1,"Low","Low",-2.67,2,10644
"11345","Jail Inmate","Single",0.93288,2,"Medium","Low",-2.25,3,10645
"11346","Jail Inmate","Single",0.93285,3,"Medium with Override Consideration","Medium",-1.55,6,10646
"11347","Jail Inmate","Divorced",0.93208,1,"Low","Low",-3.24,1,10647
"11348","Jail Inmate","Significant Other",0.94774,1,"Low","Low",-2.8,2,10648
"11349","Jail Inmate","Single",0.94181,2,"Medium","Medium",-1.42,7,10649
"11350","Jail Inmate","Single",0.94801,1,"Low","Low",-1.98,4,10650
"11351","Jail Inmate","Single",0.93602,2,"Medium","Medium",-1.45,7,10651
"11352","Jail Inmate","Single",0.93919,2,"Medium","Low",-2.06,4,10652
"11353","Jail Inmate","Married",0.93779,1,"Low","Low",-3.7,1,10653
"11354","Jail Inmate","Married",0.94897,1,"Low","Low",-3.13,1,10654
"11355","Jail Inmate","Separated",0.93154,1,"Low","Low",-3.67,1,10655
"11356","Jail Inmate","Single",0.9387,2,"Medium","Medium",-1.37,7,10656
"11357","Jail Inmate","Single",0.93309,1,"Low","Low",-2.47,3,10657
"11358","Jail Inmate","Single",0.94703,2,"Medium","Medium",-1.64,6,10658
"11359","Jail Inmate","Single",0.93219,4,"High","High",-1.18,8,10659
"11360","Jail Inmate","Significant Other",0.94184,1,"Low","Low",-2.16,4,10660
"11361","Jail Inmate","Single",0.9485,1,"Low","Low",-3.18,1,10661
"11362","Jail Inmate","Single",0.93722,1,"Low","Low",-3.22,1,10662
"11363","Pretrial Defendant","Divorced",0.94391,1,"Low","Low",-3.84,1,10663
"11364","Jail Inmate","Married",0.9337,4,"High","High",-0.74,9,10664
"11365","Jail Inmate","Married",0.93091,2,"Medium","Low",-2.28,3,10665
"11366","Jail Inmate","Single",0.93285,2,"Medium","Low",-2.85,2,10666
"11367","Pretrial Defendant","Single",0.934,1,"Low","Low",-2.33,3,10667
"11368","Jail Inmate","Single",0.94574,4,"High","High",-1.25,8,10668
"11369","Jail Inmate","Married",0.93897,1,"Low","Low",-4.23,1,10669
"11370","Jail Inmate","Single",0.93864,1,"Low","Low",-3.31,1,10670
"11371","Jail Inmate","Single",0.94072,1,"Low","Low",-2.61,2,10671
"11372","Jail Inmate","Married",0.94104,2,"Medium","Medium",-1.67,6,10672
"11373","Jail Inmate","Single",0.93143,2,"Medium","Low",-2.03,4,10673
"11374","Jail Inmate","Single",0.93176,2,"Medium","Medium",-1.78,5,10673
"11375","Jail Inmate","Single",0.93159,3,"Medium with Override Consideration","Medium",-1.7,6,10674
"11376","Pretrial Defendant","Single",0.94949,1,"Low","Low",-2.32,3,10675
"11377","Jail Inmate","Single",0.93667,1,"Low","Low",-2.14,4,10676
"11378","Jail Inmate","Single",0.93935,3,"Medium with Override Consideration","Low",-2.13,4,10677
"11379","Jail Inmate","Married",0.9441,2,"Medium","Low",-2.59,2,10678
"11380","Jail Inmate","Divorced",0.94894,1,"Low","Low",-3.76,1,10679
"11381","Jail Inmate","Single",0.932,3,"Medium with Override Consideration","High",-1.02,8,10680
"11382","Pretrial Defendant","Single",0.93361,1,"Low","Low",-2.35,3,10681
"11383","Pretrial Defendant","Single",0.9367,1,"Low","Low",-2.87,2,10682
"11384","Jail Inmate","Separated",0.94665,1,"Low","Low",-3.19,1,10683
"11385","Jail Inmate","Single",0.94872,1,"Low","Low",-3.01,1,10684
"11386","Jail Inmate","Single",0.93605,1,"Low","Low",-2.64,2,10685
"11387","Jail Inmate","Single",0.93017,1,"Low","Low",-3.15,1,10686
"11388","Jail Inmate","Single",0.94886,3,"Medium with Override Consideration","Medium",-1.52,6,10687
"11389","Jail Inmate","Single",0.94861,3,"Medium with Override Consideration","Low",-2.51,3,10688
"11390","Jail Inmate","Separated",0.94165,1,"Low","Low",-2.85,2,10689
"11391","Jail Inmate","Single",0.93217,2,"Medium","Medium",-1.96,5,10690
"11392","Jail Inmate","Married",0.94777,1,"Low","Low",-3.75,1,10691
"11393","Jail Inmate","Single",0.93288,4,"High","High",-0.89,9,10692
"11394","Pretrial Defendant","Single",0.93695,4,"High","High",-0.94,9,10692
"11395","Jail Inmate","Married",0.94626,1,"Low","Low",-3.99,1,10693
"11396","Jail Inmate","Single",0.93244,2,"Medium","Low",-2.33,3,10694
"11397","Jail Inmate","Single",0.93782,3,"Medium with Override Consideration","Low",-2.68,2,10695
"11398","Jail Inmate","Single",0.94705,4,"High","High",-0.92,9,10696
"11399","Jail Inmate","Single",0.94356,3,"Medium with Override Consideration","Low",-3.06,1,10697
"11400","Jail Inmate","Single",0.93894,1,"Low","Low",-2.26,3,10698
"11401","Jail Inmate","Single",0.94285,3,"Medium with Override Consideration","Medium",-1.65,6,10699
"11402","Jail Inmate","Single",0.93348,4,"High","High",-0.88,9,10700
"11403","Jail Inmate","Single",0.93416,4,"High","High",-1.03,8,10701
"11404","Pretrial Defendant","Single",0.93402,2,"Medium","Low",-2.8,2,10702
"11405","Jail Inmate","Single",0.93411,2,"Medium","Low",-2.43,3,10703
"11406","Pretrial Defendant","Single",0.94839,2,"Medium","Low",-2.5,3,10703
"11407","Jail Inmate","Single",0.94318,1,"Low","Low",-2.12,4,10704
"11408","Pretrial Defendant","Single",0.94334,1,"Low","Low",-4.22,1,10705
"11409","Jail Inmate","Married",0.9302,2,"Medium","Low",-1.99,4,10706
"11410","Jail Inmate","Single",0.93943,4,"High","High",-1.12,8,10707
"11411","Jail Inmate","Single",0.93236,1,"Low","Low",-2.26,3,10708
"11412","Jail Inmate","Single",0.93044,1,"Low","Low",-4.45,1,10709
"11413","Jail Inmate","Single",0.94017,4,"High","High",-0.34,10,10710
"11414","Jail Inmate","Single",0.94599,1,"Low","Low",-2.65,2,10711
"11415","Jail Inmate","Single",0.9373,2,"Medium","Medium",-1.84,5,10712
"11416","Pretrial Defendant","Single",0.93206,1,"Low","Low",-2.32,3,10713
"11417","Jail Inmate","Single",0.94908,1,"Low","Low",-4.2,1,10714
"11418","Jail Inmate","Separated",0.94899,1,"Low","Low",-2.75,2,10715
"11419","Pretrial Defendant","Divorced",0.94104,2,"Medium","Low",-2.56,2,10716
"11420","Jail Inmate","Married",0.94853,1,"Low","Low",-2.44,3,10717
"11421","Jail Inmate","Single",0.93651,2,"Medium","Medium",-1.62,6,10718
"11422","Jail Inmate","Single",0.93859,1,"Low","Low",-2.2,4,10719
"11423","Jail Inmate","Single",0.94244,2,"Medium","Medium",-1.69,6,10720
"11424","Pretrial Defendant","Single",0.93982,1,"Low","Low",-3.16,1,10721
"11425","Jail Inmate","Single",0.94815,1,"Low","Low",-3.5,1,10722
"11426","Pretrial Defendant","Single",0.93285,2,"Medium","Medium",-1.94,5,10723
"11427","Pretrial Defendant","Single",0.93187,2,"Medium","Low",-2.35,3,10724
"11428","Pretrial Defendant","Single",0.94812,1,"Low","Low",-2.91,2,10725
"11429","Jail Inmate","Single",0.94583,1,"Low","Low",-2.51,3,10726
"11430","Jail Inmate","Divorced",0.94353,1,"Low","Low",-3.52,1,10727
"11431","Jail Inmate","Significant Other",0.93971,2,"Medium","Low",-2.37,3,10728
"11432","Jail Inmate","Single",0.94274,2,"Medium","Medium",-1.83,5,10728
"11433","Jail Inmate","Unknown",0.94801,1,"Low","Low",-3.19,1,10729
"11434","Jail Inmate","Single",0.932,1,"Low","Low",-3,1,10730
"11435","Jail Inmate","Single",0.93665,3,"Medium with Override Consideration","Medium",-1.61,6,10731
"11436","Jail Inmate","Single",0.93744,1,"Low","Low",-2.54,3,10732
"11437","Pretrial Defendant","Single",0.93676,1,"Low","Low",-2.31,3,10733
"11438","Jail Inmate","Significant Other",0.94421,1,"Low","Low",-2.28,3,10734
"11439","Jail Inmate","Single",0.94121,1,"Low","Low",-3.6,1,10735
"11440","Pretrial Defendant","Single",0.94487,2,"Medium","Low",-2.15,4,10736
"11441","Pretrial Defendant","Married",0.93807,1,"Low","Low",-3.61,1,10737
"11442","Jail Inmate","Single",0.94995,1,"Low","Low",-3.11,1,10738
"11443","Pretrial Defendant","Single",0.94643,3,"Medium with Override Consideration","High",-1.08,8,10739
"11444","Pretrial Defendant","Single",0.94506,1,"Low","Low",-3.2,1,10740
"11445","Jail Inmate","Single",0.93047,2,"Medium","Low",-2.73,2,10741
"11446","Jail Inmate","Single",0.94621,2,"Medium","Low",-2.11,4,10742
"11447","Jail Inmate","Single",0.94755,3,"Medium with Override Consideration","High",-1.23,8,10743
"11448","Jail Inmate","Significant Other",0.94561,3,"Medium with Override Consideration","Low",-2.13,4,10744
"11449","Jail Inmate","Single",0.94809,2,"Medium","Low",-2.6,2,10745
"11450","Jail Inmate","Significant Other",0.94643,2,"Medium","Low",-2.66,2,10746
"11451","Jail Inmate","Married",0.94577,1,"Low","Low",-2.98,1,10747
"11452","Jail Inmate","Single",0.93288,1,"Low","Low",-3.53,1,10748
"11453","Jail Inmate","Divorced",0.94023,1,"Low","Low",-2.82,2,10749
"11454","Jail Inmate","Single",0.93968,1,"Low","Low",-3.62,1,10750
"11455","Jail Inmate","Single",0.93607,1,"Low","Low",-2.28,3,10751
"11456","Pretrial Defendant","Divorced",0.94247,1,"Low","Low",-2.74,2,10752
"11457","Jail Inmate","Single",0.93162,4,"High","High",-0.67,9,10753
"11458","Pretrial Defendant","Single",0.93435,1,"Low","Low",-1.99,4,10754
"11459","Jail Inmate","Significant Other",0.93064,2,"Medium","Medium",-1.42,7,10755
"11460","Jail Inmate","Married",0.94402,1,"Low","Low",-3.15,1,10755
"11461","Jail Inmate","Single",0.94129,1,"Low","Low",-2.64,2,10756
"11462","Jail Inmate","Single",0.94462,2,"Medium","Low",-2.17,4,10757
"11463","Jail Inmate","Married",0.93277,1,"Low","Low",-3.14,1,10758
"11464","Pretrial Defendant","Single",0.94533,1,"Low","Low",-3.38,1,10759
"11465","Jail Inmate","Single",0.94509,1,"Low","Low",-2.14,4,10760
"11466","Pretrial Defendant","Single",0.93542,1,"Low","Low",-2.08,4,10761
"11467","Jail Inmate","Single",0.94435,3,"Medium with Override Consideration","Medium",-1.77,5,10761
"11468","Pretrial Defendant","Single",0.93957,1,"Low","Low",-2.52,3,10762
"11469","Jail Inmate","Single",0.93225,1,"Low","Low",-3.06,1,10763
"11470","Pretrial Defendant","Single",0.94536,4,"High","High",-0.32,10,10764
"11471","Pretrial Defendant","Single",0.94626,4,"High","High",-0.24,10,10764
"11472","Jail Inmate","Single",0.93667,1,"Low","Low",-2.17,4,10765
"11473","Jail Inmate","Significant Other",0.93268,2,"Medium","Medium",-1.43,7,10766
"11474","Jail Inmate","Significant Other",0.94323,2,"Medium","Medium",-1.69,6,10767
"11475","Jail Inmate","Single",0.93902,1,"Low","Low",-2.92,2,10768
"11476","Jail Inmate","Single",0.93902,1,"Low","Low",-2.72,2,10768
"11477","Jail Inmate","Married",0.93266,1,"Low","Low",-3.18,1,10769
"11478","Jail Inmate","Single",0.93274,1,"Low","Low",-3.84,1,10770
"11479","Jail Inmate","Single",0.94667,1,"Low","Low",-2.2,4,10771
"11480","Jail Inmate","Single",0.94883,4,"High","High",-0.92,9,10772
"11481","Pretrial Defendant","Single",0.93588,3,"Medium with Override Consideration","Medium",-1.41,7,10773
"11482","Jail Inmate","Single",0.93285,1,"Low","Low",-3.07,1,10774
"11483","Jail Inmate","Single",0.9485,1,"Low","Low",-4.42,1,10775
"11484","Pretrial Defendant","Significant Other",0.94492,2,"Medium","Medium",-1.55,6,10776
"11485","Pretrial Defendant","Single",0.94607,2,"Medium","Medium",-1.73,6,10777
"11486","Jail Inmate","Separated",0.9446,1,"Low","Low",-3.24,1,10778
"11487","Jail Inmate","Single",0.93277,1,"Low","Low",-3.08,1,10779
"11488","Jail Inmate","Married",0.94301,1,"Low","Low",-3.87,1,10780
"11489","Pretrial Defendant","Divorced",0.93555,1,"Low","Low",-2.76,2,10781
"11490","Jail Inmate","Single",0.94839,1,"Low","Low",-2.37,3,10782
"11491","Jail Inmate","Married",0.93162,1,"Low","Low",-4.49,1,10783
"11492","Jail Inmate","Single",0.94107,1,"Low","Low",-3.36,1,10784
"11493","Pretrial Defendant","Single",0.94755,1,"Low","Low",-2.74,2,10785
"11494","Jail Inmate","Divorced",0.9373,1,"Low","Low",-3.66,1,10786
"11495","Jail Inmate","Single",0.9337,3,"Medium with Override Consideration","High",-0.99,9,10787
"11496","Jail Inmate","Single",0.9337,3,"Medium with Override Consideration","High",-1.14,8,10787
"11497","Jail Inmate","Single",0.93714,1,"Low","Low",-2,4,10788
"11498","Jail Inmate","Single",0.94708,1,"Low","Low",-2.17,4,10789
"11499","Pretrial Defendant","Single",0.93263,1,"Low","Low",-2.78,2,10790
"11500","Jail Inmate","Single",0.9376,3,"Medium with Override Consideration","Low",-2.3,3,10791
"11501","Pretrial Defendant","Married",0.94861,1,"Low","Low",-2.01,4,10792
"11502","Jail Inmate","Single",0.94514,2,"Medium","Low",-2.54,3,10793
"11503","Jail Inmate","Married",0.94774,2,"Medium","Low",-2.27,3,10794
"11504","Jail Inmate","Single",0.93137,1,"Low","Low",-2.09,4,10795
"11505","Pretrial Defendant","Married",0.94353,1,"Low","Low",-3.94,1,10796
"11506","Jail Inmate","Single",0.93815,3,"Medium with Override Consideration","Medium",-1.51,6,10797
"11507","Jail Inmate","Single",0.93102,3,"Medium with Override Consideration","Medium",-1.94,5,10798
"11508","Pretrial Defendant","Single",0.9411,1,"Low","Low",-2.13,4,10799
"11509","Pretrial Defendant","Single",0.94908,1,"Low","Low",-2.04,4,10800
"11510","Pretrial Defendant","Single",0.93804,3,"Medium with Override Consideration","High",-1.25,8,10801
"11511","Jail Inmate","Single",0.94402,3,"Medium with Override Consideration","Medium",-1.48,7,10801
