"","arrest_date","charge_degree","days_since_compas_arrest","decile_score"
"121849",0.93364,0.85,336,7
"121850",0.93364,0.85,336,7
"121851",0.93364,0.85,336,7
"121852",0.93364,0.55,336,7
"121853",0.68116,0.85,9578,7
"121854",0.86133,0.85,2983,7
"121855",0.84392,0.85,3620,7
"121856",0.84392,0.55,3620,7
"121857",0.84392,0,3620,7
"121858",0.91168,0.85,1140,7
"121859",0.93028,0.85,459,7
"121860",0.93364,0.85,336,7
"121861",0.91168,0,1140,7
"121862",0.93028,0.85,459,7
"121863",0.93364,0.85,336,7
"121864",0.91168,0.6,1140,7
"121865",0.91168,0,1140,7
"121866",0.61799,0.85,11890,7
"121867",0.68741,0.85,9349,7
"121868",0.68116,0.85,9578,7
"121869",0.85237,0.85,3311,7
"121870",0.85237,0.85,3311,7
"121871",0.85237,0.9,3311,7
"121872",0.85237,0.6,3311,7
"121873",0.85237,0.55,3311,7
"121874",0.93307,0.6,2,2
"121875",0.93307,0.55,2,2
"121876",0.94949,0.85,1,1
"121877",0.9305,0.85,0,2
"121878",0.9305,0.85,0,2
"121879",0.90315,0.85,1485,1
"121880",0.91771,0.85,952,1
"121881",0.90315,0.85,1485,1
"121882",0.91771,0.85,952,1
"121883",0.90315,0.85,1485,1
"121884",0.90217,0.6,1521,1
"121885",0.91771,0.55,952,1
"121886",0.89654,0.85,1727,1
"121887",0.89654,0.85,1727,1
"121888",0.9438,0.55,-3,1
"121889",0.94372,0.85,0,1
"121890",0.93823,0.6,2,10
"121891",0.94132,0.6,-111,10
"121892",0.94722,0.6,-327,10
"121893",0.93823,0.6,2,10
"121894",0.94132,0.6,-111,10
"121895",0.94722,0.6,-327,10
"121896",0.93823,0,2,10
"121897",0.93823,0,2,10
"121898",0.93823,0,2,10
"121899",0.94834,0.6,0,2
"121900",0.9476,0.4,-539,10
"121901",0.95028,0.4,-637,10
"121902",0.95186,0.85,-695,10
"121903",0.95186,0.6,-695,10
"121904",0.94591,0.85,-477,10
"121905",0.95476,0.85,-801,10
"121906",0.95735,0.85,-896,10
"121907",0.94591,0.6,-477,10
"121908",0.94591,0.4,-477,10
"121909",0.93285,0.6,1,10
"121910",0.93285,0.55,1,10
"121911",0.91627,0.4,608,10
"121912",0.93039,0.85,91,10
"121913",0.93318,0.85,-11,10
"121914",0.93039,0.6,91,10
"121915",0.95735,0.85,-896,10
"121916",0.95735,0.6,-896,10
"121917",0.93665,0.85,-138,10
"121918",0.939,0.85,-224,10
"121919",0.94058,0.85,-282,10
"121920",0.93665,0.6,-138,10
"121921",0.939,0.6,-224,10
"121922",0.91856,0.9,524,10
"121923",0.91856,0.85,524,10
"121924",0.91856,0.6,524,10
"121925",0.92728,0.55,205,10
"121926",0.9249,0.85,292,10
"121927",0.9249,0.6,292,10
"121928",0.9249,0.6,292,10
"121929",0.9249,0.55,292,10
"121930",0.9249,0,292,10
"121931",0.9249,0,292,10
"121932",0.90725,0.55,938,10
"121933",0.90725,0.6,938,10
"121934",0.93318,0.6,-11,10
"121935",0.9523,0.85,-711,10
"121936",0.9523,0.6,-711,10
"121937",0.9523,0.6,-711,10
"121938",0.9523,0.6,-711,10
"121939",0.91495,0.85,656,10
"121940",0.91627,0.85,608,10
"121941",0.91679,0.85,589,10
"121942",0.91859,0.85,523,10
"121943",0.91495,0.6,656,10
"121944",0.91627,0.6,608,10
"121945",0.91495,0.55,656,10
"121946",0.91627,0.55,608,10
"121947",0.91627,0.4,608,10
"121948",0.91495,0.4,656,10
"121949",0.91676,0.85,590,10
"121950",0.91676,0.6,590,10
"121951",0.93085,0.85,74,10
"121952",0.93085,0.6,74,10
"121953",0.93285,0.4,1,10
"121954",0.9476,0.55,-539,10
"121955",0.91627,0.4,608,10
"121956",0.91495,0.4,656,10
"121957",0.95047,0.4,-644,10
"121958",0.93085,0.55,74,10
"121959",0.93605,0.55,-116,10
"121960",0.9476,0.85,-539,10
"121961",0.9523,0.85,-711,10
"121962",0.95476,0.85,-801,10
"121963",0.95735,0.85,-896,10
"121964",0.9476,0.6,-539,10
"121965",0.919,0.9,597,3
"121966",0.919,0.9,597,3
"121967",0.919,0.6,597,3
"121968",0.919,0.6,597,3
"121969",0.95932,0.6,-406,6
"121970",0.95932,0.55,-406,6
"121971",0.9143,0.9,1242,6
"121972",0.9143,0.85,1242,6
"121973",0.9143,0.85,1242,6
"121974",0.90777,0.85,1481,6
"121975",0.9482,0.85,1,6
"121976",0.95932,0.85,-406,6
"121977",0.9482,0.85,1,6
"121978",0.95932,0.85,-406,6
"121979",0.9482,0.55,1,6
"121980",0.89996,1,1716,6
"121981",0.91304,0.9,1237,6
"121982",0.92176,0.9,918,6
"121983",0.92209,0.9,906,6
"121984",0.93211,0.9,539,6
"121985",0.94047,0.9,233,6
"121986",0.94525,0.9,58,6
"121987",0.95129,0.9,-163,6
"121988",0.89996,1,1716,6
"121989",0.92209,0.85,906,6
"121990",0.93211,0.85,539,6
"121991",0.94047,0.85,233,6
"121992",0.94525,0.85,58,6
"121993",0.95129,0.85,-163,6
"121994",0.92209,0.6,906,6
"121995",0.92209,0,906,6
"121996",0.87835,0.85,2507,6
"121997",0.88411,0.85,2296,6
"121998",0.8728,0.85,2710,6
"121999",0.88411,0.85,2296,6
"122000",0.8728,0.9,2710,6
"122001",0.88411,0.85,2296,6
"122002",0.8728,0.85,2710,6
"122003",0.8728,0.6,2710,6
"122004",0.8728,0.6,2710,6
"122005",0.88411,0.6,2296,6
"122006",0.8728,0,2710,6
"122007",0.8728,0.6,2710,6
"122008",0.88985,0.55,2086,6
"122009",0.88832,0.6,2142,6
"122010",0.90192,0.6,1644,6
"122011",0.90192,0.6,1644,6
"122012",0.90192,0.55,1644,6
"122013",0.94522,0.85,59,6
"122014",0.94522,0.85,59,6
"122015",0.94522,0.6,59,6
"122016",0.88985,0.6,2086,6
"122017",0.89616,0.6,1855,6
"122018",0.8728,0.12,2710,6
"122019",0.93441,0.85,35,5
"122020",0.94323,0.85,-288,5
"122021",0.95107,0.85,-575,5
"122022",0.95738,0.85,-806,5
"122023",0.93441,0.6,35,5
"122024",0.94323,0.6,-288,5
"122025",0.95107,0.6,-575,5
"122026",0.95738,0.6,-806,5
"122027",0.93441,0,35,5
"122028",0.78098,0.85,5651,5
"122029",0.78098,0.55,5651,5
"122030",0.9396,0.6,-155,5
"122031",0.9396,0.6,-155,5
"122032",0.94104,0.6,-208,5
"122033",0.95047,0.55,-35,7
"122034",0.95047,0,-35,7
"122035",0.94949,0.9,1,7
"122036",0.94949,0.85,1,7
"122037",0.94949,0.6,1,7
"122038",0.93187,0.6,0,1
"122039",0.96017,0.85,-1036,1
"122040",0.96017,0.6,-1036,1
"122041",0.93391,0.55,-30,9
"122042",0.94151,0.55,-308,9
"122043",0.93662,0.6,-129,9
"122044",0.93662,0.55,-129,9
"122045",0.94165,0.55,-313,9
"122046",0.94563,0.55,-459,9
"122047",0.94066,0.6,-277,9
"122048",0.94066,0.55,-277,9
"122049",0.93307,0.6,1,9
"122050",0.94066,0.6,-277,9
"122051",0.93307,0.85,1,9
"122052",0.93307,0.6,1,9
"122053",0.95211,0.9,-89,9
"122054",0.94965,0.9,1,9
"122055",0.95544,0.85,-211,9
"122056",0.95733,0.85,-280,9
"122057",0.95211,0.6,-89,9
"122058",0.94965,0.6,1,9
"122059",0.93012,0.6,3,1
"122060",0.90774,1,1293,5
"122061",0.90884,0.85,1253,5
"122062",0.94304,0.6,1,5
"122063",0.93359,0.85,-68,2
"122064",0.9317,0.55,1,2
"122065",0.9317,0.55,1,2
"122066",0.9317,0.9,1,2
"122067",0.92168,0.6,367,3
"122068",0.92534,0.6,233,3
"122069",0.92168,0,367,3
"122070",0.91414,0.85,643,3
"122071",0.92168,0.85,367,3
"122072",0.82398,0.85,3943,3
"122073",0.9376,0.6,1,3
"122074",0.9376,0.6,1,3
"122075",0.9376,0.55,1,3
"122076",0.93891,0.85,1,1
"122077",0.93891,0.6,1,1
"122078",0.62103,0.85,11595,6
"122079",0.9017,0.55,1321,6
"122080",0.90015,0.55,1378,6
"122081",0.90015,0.6,1378,6
"122082",0.9017,0.6,1321,6
"122083",0.94061,0.85,1,4
"122084",0.94175,0.6,1,2
"122085",0.93331,0.85,1,4
"122086",0.94624,0.85,-472,4
"122087",0.92441,0.55,327,4
"122088",0.92441,0,327,4
"122089",0.93146,0.9,1,1
"122090",0.94096,0.6,1,1
"122091",0.94096,0,1,1
"122092",0.94096,0.85,1,1
"122093",0.94096,0.85,1,1
"122094",0.94096,0.6,1,1
"122095",0.89397,0.6,1757,2
"122096",0.94195,0.6,1,2
"122097",0.84507,0.85,3153,4
"122098",0.84813,0.85,3041,4
"122099",0.84313,0.85,3224,4
"122100",0.84507,0.85,3153,4
"122101",0.84313,0.6,3224,4
"122102",0.79194,0.4,5098,4
"122103",0.78617,0.4,5309,4
"122104",0.8486,0.55,3024,4
"122105",0.93118,0.85,1,4
"122106",0.67233,0.9,9917,7
"122107",0.67233,0.9,9917,7
"122108",0.67233,0.9,9917,7
"122109",0.81434,0.9,4719,7
"122110",0.71205,0.85,8463,7
"122111",0.7105,0.9,8520,7
"122112",0.70293,0.9,8797,7
"122113",0.94033,0.9,107,7
"122114",0.95331,0.9,-368,7
"122115",0.94033,0.85,107,7
"122116",0.9411,0.85,79,7
"122117",0.95331,0.85,-368,7
"122118",0.78292,0.85,5869,7
"122119",0.7786,0.85,6027,7
"122120",0.7786,0.6,6027,7
"122121",0.7786,0.6,6027,7
"122122",0.7786,0.6,6027,7
"122123",0.66998,0.9,10003,7
"122124",0.67372,0.9,9866,7
"122125",0.77336,0.85,6219,7
"122126",0.77552,0.85,6140,7
"122127",0.67233,0.9,9917,7
"122128",0.67372,0.9,9866,7
"122129",0.67233,0.9,9917,7
"122130",0.84349,0.6,3652,7
"122131",0.84349,0.6,3652,7
"122132",0.88231,0.9,2231,7
"122133",0.8754,0.9,2484,7
"122134",0.81259,0.55,4783,7
"122135",0.8133,0.55,4757,7
"122136",0.66315,0.9,10253,7
"122137",0.83729,0.55,3879,7
"122138",0.83729,0.55,3879,7
"122139",0.84349,0.55,3652,7
"122140",0.83729,0,3879,7
"122141",0.83729,0,3879,7
"122142",0.93148,0.9,1,9
"122143",0.93244,0.9,-34,9
"122144",0.9444,0.9,-472,9
"122145",0.95394,0.9,-821,9
"122146",0.96132,0.9,-1091,9
"122147",0.93148,0.55,1,9
"122148",0.92769,0.55,140,9
"122149",0.93143,0.6,0,3
"122150",0.94779,0.85,2,1
"122151",0.94779,0.6,2,1
"122152",0.94072,0.6,1,2
"122153",0.93717,0.6,1,1
"122154",0.93233,0.9,1,2
"122155",0.93233,0.6,1,2
"122156",0.93233,0.55,1,2
"122157",0.93233,0,1,2
"122158",0.93233,0,1,2
"122159",0.93233,0,1,2
"122160",0.93233,0,1,2
"122161",0.93233,0,1,2
"122162",0.93233,0,1,2
"122163",0.93236,0.85,0,2
"122164",0.95839,0.85,-953,2
"122165",0.93236,0.85,0,2
"122166",0.93236,0.85,0,2
"122167",0.93236,0.6,0,2
"122168",0.95839,0.6,-953,2
"122169",0.93236,0.55,0,2
"122170",0.95839,0.55,-953,2
"122171",0.95839,0.85,-953,2
"122172",0.95839,0.85,-953,2
"122173",0.95839,0.6,-953,2
"122174",0.95839,0,-953,2
"122175",0.72517,0.85,7863,3
"122176",0.72517,0.6,7863,3
"122177",0.75284,0.6,6850,3
"122178",0.75284,0.55,6850,3
"122179",0.88305,0.85,2084,3
"122180",0.88794,0.85,1905,3
"122181",0.92484,0.85,554,3
"122182",0.92678,0.85,483,3
"122183",0.93397,0.85,220,3
"122184",0.95293,0.85,-474,3
"122185",0.95402,0.85,-514,3
"122186",0.70271,0.85,8685,3
"122187",0.70271,0.85,8685,3
"122188",0.70271,0.9,8685,3
"122189",0.95402,0.85,-514,3
"122190",0.75148,1,6900,3
"122191",0.75148,0.85,6900,3
"122192",0.72539,0.85,7855,3
"122193",0.73134,0.9,7637,3
"122194",0.72539,0.6,7855,3
"122195",0.92484,0.85,554,3
"122196",0.92678,0.85,483,3
"122197",0.93397,0.85,220,3
"122198",0.95293,0.85,-474,3
"122199",0.95402,0.85,-514,3
"122200",0.91782,0.55,811,3
"122201",0.70293,0.85,8677,3
"122202",0.69889,0.85,8825,3
"122203",0.69889,0.85,8825,3
"122204",0.69889,0.6,8825,3
"122205",0.7518,0.6,6888,3
"122206",0.75814,0.6,6656,3
"122207",0.79065,0.6,5466,3
"122208",0.7518,0.55,6888,3
"122209",0.79038,0.55,5476,3
"122210",0.75814,0.55,6656,3
"122211",0.79057,0.85,5469,3
"122212",0.79273,0.85,5390,3
"122213",0.79057,0.6,5469,3
"122214",0.79057,0.55,5469,3
"122215",0.71552,0.85,8216,3
"122216",0.71552,0.85,8216,3
"122217",0.92025,0.55,722,3
"122218",0.71752,0.85,8143,3
"122219",0.71752,0.55,8143,3
"122220",0.93394,0.85,221,3
"122221",0.95293,0.85,-474,3
"122222",0.93394,0.6,221,3
"122223",0.93394,0.55,221,3
"122224",0.75076,0.9,6926,3
"122225",0.75076,0.9,6926,3
"122226",0.75314,0.9,6839,3
"122227",0.75076,0.85,6926,3
"122228",0.73175,0.9,7622,3
"122229",0.73079,0.9,7657,3
"122230",0.73079,0.55,7657,3
"122231",0.8869,0.9,1943,3
"122232",0.88794,0.9,1905,3
"122233",0.92678,0.9,483,3
"122234",0.93397,0.9,220,3
"122235",0.95293,0.9,-474,3
"122236",0.95402,0.9,-514,3
"122237",0.79038,0.85,5476,3
"122238",0.79065,0.85,5466,3
"122239",0.79273,0.85,5390,3
"122240",0.75904,0.85,6623,3
"122241",0.76112,0.85,6547,3
"122242",0.75904,0.6,6623,3
"122243",0.75904,0.55,6623,3
"122244",0.75904,0.6,6623,3
"122245",0.79265,0.85,5393,3
"122246",0.79265,0.85,5393,3
"122247",0.79265,0.6,5393,3
"122248",0.79265,0.55,5393,3
"122249",0.75303,1,6843,3
"122250",0.75303,0.85,6843,3
"122251",0.75303,0.55,6843,3
"122252",0.94328,0.85,-230,9
"122253",0.94812,0.85,-407,9
"122254",0.95309,0.85,-589,9
"122255",0.94328,0,-230,9
"122256",0.94328,0.6,-230,9
"122257",0.92312,0.6,508,9
"122258",0.88826,0.85,1784,9
"122259",0.90209,0.85,1278,9
"122260",0.90209,0,1278,9
"122261",0.90209,0.85,1278,9
"122262",0.90438,0.9,1194,9
"122263",0.922,0.55,549,9
"122264",0.94818,0.85,-409,9
"122265",0.94818,0.85,-409,9
"122266",0.95309,0.85,-589,9
"122267",0.93697,0.85,1,9
"122268",0.94812,0.85,-407,9
"122269",0.95309,0.85,-589,9
"122270",0.90438,0.9,1194,9
"122271",0.95129,0.55,-112,6
"122272",0.95129,0.55,-112,6
"122273",0.95129,0,-112,6
"122274",0.88335,0.6,2375,6
"122275",0.94818,0.6,2,6
"122276",0.87321,0.6,2746,6
"122277",0.87321,0.55,2746,6
"122278",0.87321,0,2746,6
"122279",0.87321,0,2746,6
"122280",0.87321,0,2746,6
"122281",0.94189,0.9,1,1
"122282",0.94189,0.6,1,1
"122283",0.94189,0.6,1,1
"122284",0.94189,0.6,1,1
"122285",0.93408,0.85,90,1
"122286",0.93408,0.85,90,1
"122287",0.93408,0.85,90,1
"122288",0.93408,0.85,90,1
"122289",0.93408,0.6,90,1
"122290",0.94102,0.85,2,1
"122291",0.94102,0.6,2,1
"122292",0.87455,0.85,2514,4
"122293",0.9432,0.85,1,4
"122294",0.74109,0.9,7399,4
"122295",0.75115,0.9,7031,4
"122296",0.74109,1,7399,4
"122297",0.74109,0.35,7399,4
"122298",0.74109,0.55,7399,4
"122299",0.83133,0.9,4096,4
"122300",0.83554,0.9,3942,4
"122301",0.83133,0.85,4096,4
"122302",0.83133,0.85,4096,4
"122303",0.83286,0.9,4040,4
"122304",0.83133,0.9,4096,4
"122305",0.83286,0.85,4040,4
"122306",0.83133,0.9,4096,4
"122307",0.83133,0.85,4096,4
"122308",0.83133,0.85,4096,4
"122309",0.93301,0.9,1,1
"122310",0.93301,0.9,1,1
"122311",0.87988,0.85,2404,8
"122312",0.86567,0.6,2924,8
"122313",0.8693,0.6,2791,8
"122314",0.94555,0.9,0,8
"122315",0.94913,0.85,-131,8
"122316",0.94651,0.55,-35,8
"122317",0.89466,0.4,1863,8
"122318",0.8578,0.6,3212,8
"122319",0.90561,0.4,1462,8
"122320",0.90463,0.4,1498,8
"122321",0.89679,1,1785,8
"122322",0.89791,1,1744,8
"122323",0.90463,1,1498,8
"122324",0.90564,1,1461,8
"122325",0.91698,1,1046,8
"122326",0.89679,1,1785,8
"122327",0.89463,0.85,1864,8
"122328",0.89337,0.85,1910,8
"122329",0.89337,0.85,1910,8
"122330",0.89337,0.55,1910,8
"122331",0.94891,0.9,-123,8
"122332",0.95662,0.85,-405,8
"122333",0.94891,0.9,-123,8
"122334",0.94891,0.85,-123,8
"122335",0.95662,0.85,-405,8
"122336",0.9329,0.9,1,6
"122337",0.93208,0.85,31,6
"122338",0.92837,0.6,167,6
"122339",0.93208,0.6,31,6
"122340",0.8572,0.85,2719,7
"122341",0.8572,0.85,2719,7
"122342",0.86086,0.85,2585,7
"122343",0.8572,0.6,2719,7
"122344",0.86086,0.6,2585,7
"122345",0.83871,0,3396,7
"122346",0.83871,0.6,3396,7
"122347",0.83871,0.85,3396,7
"122348",0.93146,0.6,1,7
"122349",0.93381,0.6,-85,7
"122350",0.93146,0.6,1,7
"122351",0.93381,0.6,-85,7
"122352",0.93146,0,1,7
"122353",0.93381,0,-85,7
"122354",0.88947,0.85,1538,7
"122355",0.89228,0.85,1435,7
"122356",0.90195,0.85,1081,7
"122357",0.89389,0.85,1376,7
"122358",0.89706,0.85,1260,7
"122359",0.899,0.85,1189,7
"122360",0.88947,0.6,1538,7
"122361",0.89228,0.6,1435,7
"122362",0.899,0.6,1189,7
"122363",0.72533,0.85,7546,7
"122364",0.75407,0.85,6494,7
"122365",0.71129,1,8060,7
"122366",0.71129,0.85,8060,7
"122367",0.77623,0.85,5683,7
"122368",0.77879,0.85,5589,7
"122369",0.77472,0.85,5738,7
"122370",0.77472,0.03,5738,7
"122371",0.77623,0.6,5683,7
"122372",0.77472,0.6,5738,7
"122373",0.95755,0.85,-954,7
"122374",0.95755,0.6,-954,7
"122375",0.93146,0.4,1,7
"122376",0.93146,0.4,1,7
"122377",0.92662,0.85,178,7
"122378",0.93381,0.85,-85,7
"122379",0.92662,0.55,178,7
"122380",0.93146,0.55,1,7
"122381",0.91457,0.85,619,7
"122382",0.91654,0.85,547,7
"122383",0.91457,0.6,619,7
"122384",0.91654,0.6,547,7
"122385",0.91457,0.6,619,7
"122386",0.91654,0.6,547,7
"122387",0.91457,0,619,7
"122388",0.91654,0,547,7
"122389",0.78418,0.85,5392,7
"122390",0.78418,0.6,5392,7
"122391",0.93381,0.6,-85,7
"122392",0.93381,0.6,-85,7
"122393",0.76161,0.9,6218,7
"122394",0.75989,0.9,6281,7
"122395",0.90539,0.6,955,7
"122396",0.80863,0.03,4497,7
"122397",0.81081,0.9,4417,7
"122398",0.80863,0.9,4497,7
"122399",0.91657,0.4,546,7
"122400",0.90539,0.85,955,7
"122401",0.90195,0.85,1081,7
"122402",0.90195,0.85,1081,7
"122403",0.90195,0,1081,7
"122404",0.82158,0.9,4023,7
"122405",0.88657,0.85,1644,7
"122406",0.88657,0.6,1644,7
"122407",0.77879,0.85,5589,7
"122408",0.87515,0.85,2062,7
"122409",0.87515,0.85,2062,7
"122410",0.87515,0.6,2062,7
"122411",0.87067,0.4,2226,7
"122412",0.90905,0.4,821,7
"122413",0.90905,0.4,821,7
"122414",0.90905,0.4,821,7
"122415",0.87067,0.4,2226,7
"122416",0.91373,0.85,650,7
"122417",0.91654,0.85,547,7
"122418",0.91373,0.6,650,7
"122419",0.91654,0.6,547,7
"122420",0.94858,0.85,1,1
"122421",0.94858,0.85,1,1
"122422",0.94858,0.6,1,1
"122423",0.94858,0.6,1,1
"122424",0.94457,0.85,-308,3
"122425",0.94457,0.85,-308,3
"122426",0.94457,0.85,-308,3
"122427",0.94457,0.85,-308,3
"122428",0.94457,0.85,-308,3
"122429",0.94457,0.85,-308,3
"122430",0.94457,0.85,-308,3
"122431",0.94457,0.85,-308,3
"122432",0.94457,0.85,-308,3
"122433",0.94457,0.85,-308,3
"122434",0.94457,0.85,-308,3
"122435",0.94457,0.85,-308,3
"122436",0.94457,0.85,-308,3
"122437",0.94457,0.85,-308,3
"122438",0.94457,0.85,-308,3
"122439",0.94457,0.85,-308,3
"122440",0.94457,0.9,-308,3
"122441",0.94457,0.9,-308,3
"122442",0.94457,0.9,-308,3
"122443",0.94457,0.9,-308,3
"122444",0.94457,0.9,-308,3
"122445",0.94457,0.9,-308,3
"122446",0.94457,0.9,-308,3
"122447",0.94457,0.9,-308,3
"122448",0.94457,0.9,-308,3
"122449",0.94457,0.9,-308,3
"122450",0.94457,0.9,-308,3
"122451",0.94457,0.9,-308,3
"122452",0.94457,0.9,-308,3
"122453",0.93613,0.85,1,3
"122454",0.93957,0.85,-125,3
"122455",0.94454,0.85,-307,3
"122456",0.78866,1,5399,3
"122457",0.78866,1,5399,3
"122458",0.87507,0.55,2426,1
"122459",0.87507,0,2426,1
"122460",0.94132,0.85,1,1
"122461",0.94132,0.6,1,1
"122462",0.9541,0.55,-467,1
"122463",0.95905,0.55,-648,1
"122464",0.90313,1,1255,4
"122465",0.90313,0.9,1255,4
"122466",0.90313,0.6,1255,4
"122467",0.90313,0.6,1255,4
"122468",0.93738,0.6,1,4
"122469",0.93738,1,1,4
"122470",0.93738,0.85,1,4
"122471",0.93738,0.6,1,4
"122472",0.94949,0.6,1,5
"122473",0.94949,0.55,1,5
"122474",0.94618,0.85,1,4
"122475",0.94618,0.6,1,4
"122476",0.94618,0.6,1,4
"122477",0.94618,0.6,1,4
"122478",0.94618,0,1,4
"122479",0.94716,0.85,1,1
"122480",0.94563,1,1,2
"122481",0.94563,0.9,1,2
"122482",0.93031,0.9,1,6
"122483",0.93031,0.85,1,6
"122484",0.93482,1,28,5
"122485",0.93482,1,28,5
"122486",0.94197,0.9,-234,5
"122487",0.94665,0.9,-405,5
"122488",0.96137,0.9,-944,5
"122489",0.9302,0.6,0,1
"122490",0.9302,0.6,0,1
"122491",0.9302,0.6,0,1
"122492",0.9302,0,0,1
"122493",0.93378,0.9,1,5
"122494",0.95216,0.85,-672,5
"122495",0.95298,0.4,-702,5
"122496",0.93383,0.9,-1,5
"122497",0.94104,0.6,0,1
"122498",0.94104,0.6,0,1
"122499",0.94104,0.6,0,1
"122500",0.94104,0.6,0,1
"122501",0.94104,0,0,1
"122502",0.96137,0.85,-889,1
"122503",0.96137,0.6,-889,1
"122504",0.93706,0.85,1,1
"122505",0.94599,0.6,2,1
"122506",0.94599,0.6,2,1
"122507",0.94599,0,2,1
"122508",0.94905,0.6,1,1
"122509",0.93266,0.6,2,6
"122510",0.94695,0.85,1,1
"122511",0.94446,0.85,1,2
"122512",0.93473,1,106,1
"122513",0.93473,1,106,1
"122514",0.93473,1,106,1
"122515",0.88518,0.6,2132,1
"122516",0.94339,0.6,1,1
"122517",0.88201,0.9,2029,10
"122518",0.88867,0.9,1785,10
"122519",0.89783,0.9,1450,10
"122520",0.90946,0.9,1024,10
"122521",0.91591,0.9,788,10
"122522",0.91736,0.9,735,10
"122523",0.92047,0.9,621,10
"122524",0.92851,0.6,327,10
"122525",0.92851,0.55,327,10
"122526",0.91591,0.4,788,10
"122527",0.91736,0.4,735,10
"122528",0.88201,0.9,2029,10
"122529",0.93555,0.9,69,10
"122530",0.94244,0.9,-183,10
"122531",0.94244,0.9,-183,10
"122532",0.94738,0.9,-364,10
"122533",0.95235,0.9,-546,10
"122534",0.93632,0.85,41,10
"122535",0.94244,0.85,-183,10
"122536",0.94244,0.85,-183,10
"122537",0.94738,0.85,-364,10
"122538",0.95235,0.85,-546,10
"122539",0.92047,0.85,621,10
"122540",0.9279,0.85,349,10
"122541",0.92851,0.85,327,10
"122542",0.94304,0.85,-205,10
"122543",0.92047,0.85,621,10
"122544",0.91736,0.55,735,10
"122545",0.92364,0.85,505,10
"122546",0.88949,0.9,1755,10
"122547",0.89783,0.9,1450,10
"122548",0.90946,0.9,1024,10
"122549",0.91591,0.9,788,10
"122550",0.91736,0.9,735,10
"122551",0.92047,0.9,621,10
"122552",0.88949,0.9,1755,10
"122553",0.88867,0.9,1785,10
"122554",0.88867,0.9,1785,10
"122555",0.89783,0.9,1450,10
"122556",0.90946,0.9,1024,10
"122557",0.91591,0.9,788,10
"122558",0.91736,0.9,735,10
"122559",0.92047,0.9,621,10
"122560",0.88867,0.85,1785,10
"122561",0.89559,0.6,1532,10
"122562",0.89559,0.55,1532,10
"122563",0.90946,0.9,1024,10
"122564",0.93034,0.55,1,1
"122565",0.93034,0.55,1,1
"122566",0.93034,0,1,1
"122567",0.93908,0.6,1,2
"122568",0.93908,0.6,1,2
"122569",0.93908,0,1,2
"122570",0.93908,0,1,2
"122571",0.9476,0.6,0,2
"122572",0.9476,0.55,0,2
"122573",0.95099,0.9,-124,2
"122574",0.93976,0.55,314,2
"122575",0.93976,0,314,2
"122576",0.94629,0.9,75,2
"122577",0.95031,0.85,-72,2
"122578",0.89498,0.6,1953,2
"122579",0.89498,0.6,1953,2
"122580",0.89498,0.55,1953,2
"122581",0.94725,0.9,40,2
"122582",0.94725,0.85,40,2
"122583",0.94725,0.6,40,2
"122584",0.90496,0.85,1588,2
"122585",0.90496,0.85,1588,2
"122586",0.90496,0,1588,2
"122587",0.90496,0,1588,2
"122588",0.90496,0.9,1588,2
"122589",0.93203,0.6,1,1
"122590",0.94506,0.85,1,6
"122591",0.94506,0.6,1,6
"122592",0.86316,0.85,2999,6
"122593",0.87512,0.85,2561,6
"122594",0.86316,0.6,2999,6
"122595",0.86316,0.55,2999,6
"122596",0.86316,0,2999,6
"122597",0.93176,0.85,69,3
"122598",0.93176,0.85,69,3
"122599",0.93176,0.6,69,3
"122600",0.93176,0.6,69,3
"122601",0.94282,0.85,23,2
"122602",0.94282,1,23,2
"122603",0.96175,1,-670,2
"122604",0.94716,0.6,1,1
"122605",0.94593,0.9,1,2
"122606",0.88187,0.6,2346,2
"122607",0.87974,0.6,2424,2
"122608",0.87974,0.6,2424,2
"122609",0.87974,0,2424,2
"122610",0.90679,0.6,1434,2
"122611",0.90679,0,1434,2
"122612",0.90679,0.6,1434,2
"122613",0.90679,0.85,1434,2
"122614",0.90679,0,1434,2
"122615",0.93872,0.9,1,1
"122616",0.93872,0.9,1,1
"122617",0.94074,0.85,-73,1
"122618",0.93872,0.85,1,1
"122619",0.94074,0.6,-73,1
"122620",0.93872,0.6,1,1
"122621",0.94222,0.9,0,9
"122622",0.94219,0.85,1,9
"122623",0.94219,0.6,1,9
"122624",0.93605,0.85,9,1
"122625",0.93605,0.85,9,1
"122626",0.90375,0.55,1049,2
"122627",0.90375,0.55,1049,2
"122628",0.91662,0.55,578,2
"122629",0.93241,0.85,0,2
"122630",0.93241,0.55,0,2
"122631",0.93241,0,0,2
"122632",0.91662,0.55,578,2
"122633",0.9302,0.9,0,6
"122634",0.9317,0.85,-55,6
"122635",0.93908,0.85,-325,6
"122636",0.9302,0.55,0,6
"122637",0.9317,0.85,-55,6
"122638",0.93908,0.85,-325,6
"122639",0.92588,0.85,158,6
"122640",0.9302,0.85,0,6
"122641",0.9317,0.85,-55,6
"122642",0.92588,0.85,158,6
"122643",0.9302,0.85,0,6
"122644",0.9317,0.85,-55,6
"122645",0.92881,0.85,51,6
"122646",0.93058,0.85,-14,6
"122647",0.9317,0.85,-55,6
"122648",0.93908,0.85,-325,6
"122649",0.92881,0.85,51,6
"122650",0.93058,0.85,-14,6
